"Group","Text","From","FirstSeenFile","Voice","RawFile","FilteredFile"
"Traffic","This is your captain. Due to some unforeseen delays, we will be arriving at our next destination later than scheduled.","$ShipName_PassengerLiner_Cruise;","Journal.2026-07-12T175351.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_b961d1eb5d5a6f6f.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_b961d1eb5d5a6f6f.wav"
"Traffic","This is your captain. Due to some unforeseen delays, we will be arriving at our next destination later than scheduled.","$ShipName_PassengerLiner_Cruise;","Journal.2026-07-12T175351.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_6c05369380722a84.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_6c05369380722a84.wav"
"Traffic","This is your captain. Due to some unforeseen delays, we will be arriving at our next destination later than scheduled.","$ShipName_PassengerLiner_Cruise;","Journal.2026-07-12T175351.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_8ab5d639b2025a1c.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_8ab5d639b2025a1c.wav"
"Traffic","This is your captain. Due to some unforeseen delays, we will be arriving at our next destination later than scheduled.","$ShipName_PassengerLiner_Cruise;","Journal.2026-07-12T175351.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_2bea530b3549bfa2.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_2bea530b3549bfa2.wav"
"Traffic","This is your captain. Due to some unforeseen delays, we will be arriving at our next destination later than scheduled.","$ShipName_PassengerLiner_Cruise;","Journal.2026-07-12T175351.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_0555e9da454165a4.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_0555e9da454165a4.wav"
"Traffic","This is your captain. Due to some unforeseen delays, we will be arriving at our next destination later than scheduled.","$ShipName_PassengerLiner_Cruise;","Journal.2026-07-12T175351.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_74b3c34a0ca31b60.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_74b3c34a0ca31b60.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","alan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_alan_e739560f3b25a59b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_alan_e739560f3b25a59b.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","alba.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_alba_ca1d0b0b03204369.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_alba_ca1d0b0b03204369.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","amy.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_amy_ec26a30f7b9f007e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_amy_ec26a30f7b9f007e.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","aru.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_aru_3c011557b57f695a.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_aru_3c011557b57f695a.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","barbera.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_barbera_5bde1340aae724a8.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_barbera_5bde1340aae724a8.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","bill.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_bill_8cf591561a37efca.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_bill_8cf591561a37efca.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","bob.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_bob_7661b004b03d1dd1.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_bob_7661b004b03d1dd1.wav"
"Station","An ally like you is always welcome here.","Lomas Orbiter","Journal.2026-07-12T175351.01.log","bryce.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_bryce_0ff3626da862d2d1.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_bryce_0ff3626da862d2d1.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_77b218a2f12e7470.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_77b218a2f12e7470.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_8336d0ebe383b50c.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_8336d0ebe383b50c.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_e85b72195157745e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_e85b72195157745e.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_e3400594944ef335.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_e3400594944ef335.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_59d9af63150290f5.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_59d9af63150290f5.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_cb42bf872e59328e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_cb42bf872e59328e.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_841d903d974ee1c1.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_841d903d974ee1c1.wav"
"Traffic","Carrying anything nice?","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_147fda1a8e1de046.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_147fda1a8e1de046.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_1d70bbb8e8039925.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_1d70bbb8e8039925.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_747810d65658497c.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_747810d65658497c.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_2a88118f9226f191.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_2a88118f9226f191.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_8685dcb14847da76.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_8685dcb14847da76.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_14c452f8c9a7f270.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_14c452f8c9a7f270.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_90802441b6c276a4.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_90802441b6c276a4.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_c938dd55da3cc9b4.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_c938dd55da3cc9b4.wav"
"Traffic","In 15 seconds, I'm going to start boiling bulkheads off you.","$npc_name_decorate:#name=Smurplorg Borpleeglek;","Journal.2026-07-12T175351.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_dd0b2cf42d20425b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_dd0b2cf42d20425b.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_96ff65dba7162140.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_96ff65dba7162140.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_9e420cc575b54ead.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_9e420cc575b54ead.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_e1d9830a0e8627f4.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_e1d9830a0e8627f4.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_a21336e6a26c9238.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_a21336e6a26c9238.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_06522bffd24d4220.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_06522bffd24d4220.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_00d09542c0b87b32.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_00d09542c0b87b32.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_bb1bea5e1e5500e5.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_bb1bea5e1e5500e5.wav"
"Traffic","I want to reach out and touch someone.","$Name_AX_Military; Sullivan","Journal.2026-07-12T175351.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_7443376e2e65301e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_7443376e2e65301e.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_f344c3cd66e96ae7.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_f344c3cd66e96ae7.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_f9b4775f04a0f2ac.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_f9b4775f04a0f2ac.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_ca357d234aa0af77.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_ca357d234aa0af77.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_d4e23dc40dcdc84d.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_d4e23dc40dcdc84d.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_425f6b2edefe7895.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_425f6b2edefe7895.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_5414c75dc4253d8b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_5414c75dc4253d8b.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_492ce204458e18b2.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_492ce204458e18b2.wav"
"Traffic","Oh no you don't!","$npc_name_decorate:#name=Jaron Farrel;","Journal.2026-07-16T172408.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_f858c39cd1d40a37.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_f858c39cd1d40a37.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_220bdeac4089f745.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_220bdeac4089f745.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_1a66c2ee212b71af.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_1a66c2ee212b71af.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_a46f7f2f69ada448.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_a46f7f2f69ada448.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_2dd9aae841b25fcd.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_2dd9aae841b25fcd.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_d908540c481570c5.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_d908540c481570c5.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_5e7172ce501afd4b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_5e7172ce501afd4b.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_f475bd6ea604761e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_f475bd6ea604761e.wav"
"Traffic","You fight a good fight!","$npc_name_decorate:#name=Tom Baker;","Journal.2026-07-12T175351.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_c2de85642aada3a9.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_c2de85642aada3a9.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_a79c45c2cd121231.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_a79c45c2cd121231.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_a435d2264714c779.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_a435d2264714c779.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_18bcf228581ad52d.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_18bcf228581ad52d.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_1c90c9024738f810.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_1c90c9024738f810.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_160a8723bd864087.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_160a8723bd864087.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_9be75562fb3bd032.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_9be75562fb3bd032.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_afc7e0ded459ba9d.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_afc7e0ded459ba9d.wav"
"Traffic","We don't have to do this!","$npc_name_decorate:#name=Rabid Squirrel;","Journal.2026-07-16T172408.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_6d4a4ed3777abbfb.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_6d4a4ed3777abbfb.wav"
"Traffic","Die!","$npc_name_decorate:#name=Russia;","Journal.2026-07-12T175351.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_1054785d3afe9fa1.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_1054785d3afe9fa1.wav"
"Traffic","Die!","$npc_name_decorate:#name=Russia;","Journal.2026-07-12T175351.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_f8be05a83d0f6804.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_f8be05a83d0f6804.wav"
"Traffic","Die!","$npc_name_decorate:#name=Russia;","Journal.2026-07-12T175351.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_888095d1ef2da08c.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_888095d1ef2da08c.wav"
"Traffic","Die!","$npc_name_decorate:#name=Russia;","Journal.2026-07-12T175351.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_2196a3144c8a1081.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_2196a3144c8a1081.wav"
"Traffic","Die!","$npc_name_decorate:#name=Russia;","Journal.2026-07-12T175351.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_abc8468b4a72b569.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_abc8468b4a72b569.wav"
"Traffic","Die!","$npc_name_decorate:#name=Russia;","Journal.2026-07-12T175351.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_9d54fd20291e5ac0.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_9d54fd20291e5ac0.wav"
"Traffic","Die!","$npc_name_decorate:#name=Russia;","Journal.2026-07-12T175351.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_80b2382b8860db84.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_80b2382b8860db84.wav"
